applicant_id,annual_income,monthly_expenses,credit_score,existing_loans,total_existing_loan_amount,outstanding_debt,bank_acc_history
12368,121107,2009,784,1,41686,20074,3
12369,75214,1616,742,0,30785,6987,7
12370,36527,1573,540,0,41071,14663,5
12371,103189,4745,787,0,27454,14113,1
12372,54240,4920,719,2,9245,6905,6
12373,125274,1833,833,2,36810,25137,7
12374,136995,3412,705,0,23528,27907,5
12375,46813,2259,387,0,2380,25275,1
12376,41938,4401,506,1,29519,22859,0
12377,116130,844,796,1,33628,22117,8
12378,68744,4782,336,2,6698,12618,3
12379,53638,3240,701,0,372,11947,9
12380,58298,4487,395,2,16850,11789,4
12381,83574,2247,726,1,32244,9099,2
12382,104438,4714,816,1,43242,22315,8
12383,111727,2512,809,2,40621,4487,9
12384,85590,3310,781,2,24554,21589,5
12385,75478,1786,726,0,7195,14783,4
12386,143060,894,826,2,4074,25662,6
12387,37590,4261,521,2,43242,21040,0
12388,108168,2248,722,2,44122,3083,6
12389,28495,2548,326,0,33958,14227,7
12390,72673,3092,736,2,5962,21741,1
12391,127807,1135,811,0,48573,26301,7
12392,57507,869,441,2,16851,19592,5
12393,146570,2413,781,2,19875,22493,5
12394,43910,4976,584,0,45693,13789,8
12395,33280,3999,482,0,42946,16072,3
12396,146848,4444,718,1,16574,9652,9
12397,113967,4402,786,1,22899,26866,7
12398,101319,3575,771,2,29121,6688,6
12399,116677,925,758,0,14432,10739,3
12400,145919,1464,831,0,6648,27226,5
12401,22514,3242,466,0,31528,6508,0
12402,140453,2287,825,0,8507,26742,0
12403,115132,4731,846,0,42496,2985,6
12404,146667,3117,843,1,34458,27537,5
12405,61661,3254,307,0,46772,2521,4
12406,126497,1734,731,0,16042,24308,6
12407,56887,4534,778,1,26820,17017,7
12408,110285,3142,763,0,24608,11609,9
12409,65768,1500,410,2,11788,25924,5
12410,20479,3468,484,1,16175,20509,7
12411,85990,4056,746,2,30146,10724,3
12412,29161,4291,434,0,41488,4049,6
12413,93371,1021,753,1,47775,9161,7
12414,41119,812,310,1,37925,12015,3
12415,124856,1729,775,1,3549,28993,5
12416,125672,2463,841,0,34160,18403,7
12417,115389,4000,840,1,27676,8479,6
12418,79420,3774,739,0,3826,2216,5
12419,37922,3232,431,0,36195,29144,8
12420,67553,2574,823,2,18514,15717,9
12421,29406,1848,468,1,41509,6304,8
12422,57810,1851,804,2,3916,283,8
12423,84420,552,771,2,27887,20685,3
12424,61431,1718,797,0,21335,28379,8
12425,128963,942,814,2,39991,13789,5
12426,33232,2767,392,2,16034,9976,4
12427,129076,1755,797,1,9668,19983,6
12428,121229,3231,721,0,28247,18013,1
12429,106020,690,798,0,19028,10992,2
12430,52728,596,729,2,17789,27595,0
12431,40324,2085,330,2,27815,16262,4
12432,111122,1451,797,0,35126,26481,5
12433,44749,3384,593,2,38191,6457,1
12434,140522,2790,747,1,23344,3616,1
12435,138897,2021,778,2,16844,27750,8
12436,48407,4536,425,0,37429,5407,9
12437,103643,836,841,0,41523,24995,5
12438,122220,928,813,0,4808,14564,8
12439,110429,4013,722,1,4113,28356,9
12440,132669,1875,714,2,14593,4399,8
12441,67475,756,477,0,44458,11329,4
12442,53186,1707,844,2,24228,15539,8
12443,65265,1808,438,1,6974,24152,2
12444,127819,1081,756,2,26810,20479,4
12445,69279,2800,761,0,43428,12803,3
12446,51554,3666,783,2,38179,19436,4
12447,104110,2167,708,0,49704,15250,3
12448,54446,4152,446,0,22359,22835,8
12449,56217,1994,761,1,45462,21155,9
12450,128492,3010,807,1,26701,8407,7
12451,22591,2308,459,0,40673,12544,2
12452,44333,604,517,2,11487,17224,5
12453,78581,3861,735,2,47469,29880,6
12454,69184,3316,443,0,33987,16929,4
12455,149818,4849,834,1,13458,20072,2
12456,118134,843,712,1,7283,5533,7
12457,140854,4082,741,1,44892,1398,8
12458,68867,4967,734,1,31421,9503,8
12459,148255,4318,839,2,32133,18566,8
12460,107995,4196,752,1,10763,22704,5
12461,111363,786,830,0,6624,29965,2
12462,47365,1166,548,2,22285,27832,2
12463,50315,1563,459,2,419,25418,7
12464,41359,3636,325,0,2931,20566,6
12465,141430,4492,704,1,27631,13830,9
12466,140778,2538,749,2,37555,22784,6
12467,62887,3456,839,0,36466,11336,8
12468,73113,3987,766,2,46270,10846,3
12469,83547,2031,720,2,10387,2917,1
12470,130590,1115,747,0,9692,24747,2
12471,31349,4573,515,2,31996,7837,8
12472,58491,2445,800,2,42634,9977,1
12473,103714,3211,705,1,48679,619,5
12474,114458,3929,707,0,15752,1987,6
12475,77760,659,766,2,47886,5003,9
12476,91795,1008,707,0,28631,28973,4
12477,60658,2147,763,2,22805,20370,1
12478,149167,1054,724,1,30774,14271,8
12479,90141,4763,828,2,12760,15515,2
12480,123896,1487,792,0,41588,15907,8
12481,58029,861,348,2,43957,26063,4
12482,37288,1812,568,1,32430,16323,3
12483,134691,824,802,2,17774,9320,8
12484,122487,4965,755,1,15355,20517,1
12485,64936,2989,597,2,48489,4133,0
12486,134987,3610,745,1,5097,6952,5
12487,112763,2958,769,0,27064,21849,5
12488,92049,4965,763,2,30928,20241,7
12489,115900,1821,768,2,37588,7802,8
12490,37404,3152,575,0,14957,9141,1
12491,40358,613,524,0,9485,22951,5
12492,140562,2055,815,1,39472,19650,7
12493,134260,3906,798,2,15862,23070,2
12494,64388,2864,809,2,8433,6895,9
12495,75524,1661,782,2,34935,21877,0
12496,26768,995,559,0,21111,2948,7
12497,69565,766,819,1,19275,18296,9
12498,63734,3274,754,0,29634,6232,8
12499,49659,2540,530,0,32695,19939,0
12500,30428,3592,457,0,25661,12194,5
12501,59505,4991,491,1,37387,23220,7
12502,68065,1642,717,0,3031,6372,5
12503,125199,2258,763,1,6945,5782,4
12504,125655,3457,830,1,41228,14637,4
12505,119499,1275,841,2,11480,26658,4
12506,54351,4490,452,0,2351,2259,1
12507,66113,3588,824,0,24776,16683,5
12508,57563,917,343,0,47361,7431,1
12509,119898,4379,804,2,18828,7353,0
12510,48537,1752,595,0,42819,2649,9
12511,75581,2958,759,2,25891,7787,3
12512,28996,4749,403,1,17207,16663,7
12513,52644,2385,776,1,3346,10944,9
12514,92539,4293,743,1,47303,29201,7
12515,20968,4839,313,1,33811,9940,5
12516,126183,3833,795,1,18577,22621,4
12517,111696,4158,789,1,43002,28763,3
12518,39729,1014,424,2,25064,7078,2
12519,76451,3489,748,1,3801,1653,6
12520,145829,3402,772,2,20441,2161,8
12521,77415,3623,736,0,17856,1465,1
12522,45239,832,333,0,17897,14689,1
12523,89343,4313,720,1,8709,3002,8
12524,130897,2191,790,1,34552,2640,2
12525,65504,3806,757,0,42487,23505,1
12526,56677,3105,749,0,45381,20101,8
12527,127216,1395,762,2,23467,6712,6
12528,69307,4998,771,1,34390,5715,9
12529,95225,4282,754,0,32442,9795,4
12530,82095,3555,837,0,15167,2166,5
12531,77066,2181,844,0,27694,5780,1
12532,110865,843,835,2,32878,6035,5
12533,92705,1087,718,1,48463,129,9
12534,60523,3507,832,2,43542,11501,7
12535,52468,1909,784,1,27542,15908,5
12536,68176,3612,773,0,19267,28145,7
12537,111889,4871,775,1,6278,6022,9
12538,65009,3794,496,1,10499,4468,1
12539,107988,4940,822,1,11886,17341,5
12540,89836,4927,783,2,49481,11260,1
12541,134348,551,762,0,9312,22009,1
12542,62853,3503,829,2,23514,22221,7
12543,40135,3336,547,1,36935,2372,3
12544,75268,4280,832,2,30357,23058,0
12545,122189,4953,703,2,27139,14117,2
12546,120874,1330,815,0,2944,27558,2
12547,92609,628,823,2,15292,26865,3
12548,60442,2492,746,1,36667,14447,2
12549,72682,4220,817,0,37950,28973,4
12550,21436,4755,540,0,18023,3945,2
12551,122023,1692,787,0,37497,19641,5
12552,106613,2822,762,0,19669,29821,9
12553,91598,2162,830,0,16011,8219,4
12554,64716,3526,804,2,34865,25483,1
12555,79062,848,722,2,40000,20751,2
12556,131680,1240,814,1,20457,7242,1
12557,84925,2990,775,2,44290,15567,8
12558,98992,3783,705,2,4268,26609,6
12559,65627,2663,378,1,27267,1657,7
12560,140791,1899,753,2,31999,14523,9
12561,68808,1069,355,0,13915,18066,2
12562,126147,4730,845,1,34514,27055,5
12563,132840,4841,705,2,20847,16195,2
12564,51642,4153,355,0,11771,19919,1
12565,64995,3106,734,2,21899,2507,9
12566,44616,4710,478,1,15240,21934,2
12567,25937,3096,526,2,45880,23945,7
12568,50051,3646,848,1,30352,18223,1
12569,61015,4779,829,2,20704,20767,5
12570,76212,756,837,1,10987,13588,7
12571,54310,3353,537,0,19682,20592,6
12572,33997,795,482,0,3432,11780,1
12573,101237,4449,723,1,47707,21483,0
12574,108165,4290,708,2,14434,6900,1
12575,88396,2596,841,2,27510,14589,6
12576,71974,4875,735,1,17834,29968,5
12577,148269,1326,812,2,4860,20673,1
12578,110244,4272,818,1,46292,19323,4
12579,90468,4092,846,2,7607,1771,6
12580,51884,1642,825,2,5926,929,7
12581,34111,3291,325,1,38600,23575,9
12582,38004,516,440,1,3920,15351,1
12583,63510,2855,413,1,25601,15468,8
12584,56139,1165,535,0,12006,28248,5
12585,140068,2821,812,2,517,23274,0
12586,97812,1754,714,2,13473,23045,2
12587,60981,4652,808,1,11338,20692,3
12588,28411,3137,547,1,37743,29377,1
12589,54654,3060,359,2,3589,12025,5
12590,26928,2253,572,1,38990,21558,3
12591,64390,1376,494,2,5972,6441,8
12592,85195,2567,787,1,46889,14383,9
12593,92827,1522,835,0,21647,12048,9
12594,73666,2101,816,1,5882,7361,0
12595,52055,4030,793,0,3058,28687,1
12596,74126,4558,706,0,10331,29076,3
12597,133629,3422,770,2,5983,28885,5
12598,56276,4214,845,1,11685,13013,3
12599,130326,2486,711,0,16766,1926,3
12600,111129,4908,785,2,16751,23339,4
12601,93275,4947,760,0,19263,14455,0
12602,136002,2690,705,1,17009,20854,3
12603,70656,713,755,0,40419,26045,0
12604,130068,3329,826,2,16008,9881,1
12605,23203,1087,447,1,31602,17790,8
12606,92491,824,829,1,44929,23978,3
12607,61421,2610,824,1,42930,8285,0
12608,48493,1782,537,0,17775,1550,3
12609,45714,3681,544,0,48360,17854,6
12610,50078,614,474,2,49825,8483,0
12611,129598,1762,709,1,42488,25243,4
12612,135346,4576,746,0,3701,26555,7
12613,148555,3059,716,0,23333,17,4
12614,74844,507,719,2,17904,19795,2
12615,67368,3279,549,2,41268,18661,6
12616,130367,2791,753,1,48012,12619,3
12617,143683,1492,750,0,26836,29443,2
12618,66682,1601,728,1,11041,29124,6
12619,62088,3112,835,0,1993,27369,8
12620,75450,1161,841,1,14378,22888,9
12621,57247,1326,316,1,41888,22346,4
12622,63502,2608,531,2,19071,28202,4
12623,49414,3418,351,2,23582,29662,4
12624,106683,4989,769,1,38566,28089,4
12625,86335,3965,821,0,35737,29010,4
12626,114686,3860,738,2,4668,20791,8
12627,129279,1352,718,0,36257,21086,0
12628,68755,1005,329,0,25629,29312,7
12629,97527,2128,780,0,17369,17962,6
12630,34587,4330,313,1,12210,14830,0
12631,94514,4497,759,0,37300,9898,5
12632,82194,4184,830,2,35155,4452,6
12633,118923,2693,804,2,24670,25616,7
12634,149171,2070,729,1,34579,10027,3
12635,55050,2987,563,1,14985,2504,7
12636,59561,3458,766,2,16843,19932,2
12637,24974,735,426,0,11030,6853,6
12638,55196,2783,583,2,17249,23165,5
12639,121923,4402,733,2,31873,12741,5
12640,33392,1419,531,1,19411,25376,1
12641,100813,561,808,0,38272,14321,4
12642,136085,1868,724,1,14249,15361,3
12643,63233,3233,526,0,35887,27692,9
12644,21659,3676,301,1,19645,5822,5
12645,121913,4578,725,2,41489,22323,5
12646,56607,1323,757,0,22921,5190,6
12647,100674,2444,750,0,5583,1977,5
12648,138898,3353,742,2,7608,5881,9
12649,99330,2350,847,1,43835,26398,8
12650,20116,1344,429,2,19812,26596,6
12651,99090,4686,820,1,49697,10294,2
12652,61820,3916,703,2,34296,27687,1
12653,86289,1030,765,2,32989,28377,7
12654,120442,1512,755,1,46716,20482,3
12655,73471,1238,819,1,38813,11696,6
12656,149602,3644,831,1,34196,20943,5
12657,58782,917,535,1,40509,20556,0
12658,73271,4363,798,2,18420,22888,7
12659,87884,2940,812,0,5221,16447,6
12660,33246,4769,451,0,6371,28870,2
12661,130123,2641,820,1,42947,17307,2
12662,131692,613,839,2,42716,14915,7
12663,119925,3928,761,1,15780,12198,8
12664,114257,727,789,1,10204,3039,1
12665,108205,700,796,0,40516,5731,4
12666,144561,1576,795,1,1155,3226,6
12667,58945,4304,430,0,35154,3535,3
12668,23739,4336,568,0,30481,2339,3
12669,92335,3287,811,2,35562,13650,7
12670,131272,3068,727,1,46430,14124,0
12671,56838,3630,745,1,35736,18098,8
12672,119186,3516,700,0,26936,10605,0
12673,93427,3628,706,1,19001,1589,6
12674,54445,4821,757,1,19395,2271,9
12675,116183,1840,827,1,14312,8094,6
12676,29187,4596,532,0,9031,5689,8
12677,68209,4865,741,2,17786,3330,3
12678,69405,4438,583,2,32060,5093,5
12679,44764,850,403,1,10579,10818,5
12680,111143,1432,839,0,14892,16070,8
12681,40858,3837,328,0,20266,12013,0
12682,26792,4894,302,0,13019,710,8
12683,124015,4711,729,0,38680,26136,0
12684,77843,1605,705,1,8116,5886,8
12685,81515,4072,812,0,22364,1051,4
12686,43650,1460,332,0,9418,1744,9
12687,124280,4394,706,2,31260,18237,7
12688,122604,1410,761,0,32729,21429,8
12689,56574,4433,825,2,4041,20831,0
12690,70629,3571,729,1,45442,1993,4
12691,62568,3555,842,0,44966,13059,7
12692,60065,1406,410,2,319,7049,6
12693,121972,1374,824,1,15816,21985,0
12694,35474,3717,430,1,9866,13090,7
12695,53263,3383,368,0,39630,14185,8
12696,116019,4947,703,2,6752,7690,1
12697,146325,4071,848,0,26102,18100,0
12698,60737,3248,301,0,21370,12359,5
12699,43303,2652,572,2,32701,14612,8
12700,58373,4553,735,0,41530,9970,1
12701,70043,3555,765,0,5136,22151,6
12702,136111,1105,806,2,14528,26229,7
12703,46373,1118,357,2,32133,25740,7
12704,59622,630,360,2,16149,28539,5
12705,92826,4101,847,2,19746,19906,8
12706,48016,3260,595,1,43960,14609,5
12707,127672,3664,718,0,7110,18488,5
12708,47210,4713,338,1,43354,25667,6
12709,67271,3274,845,2,24555,9558,0
12710,100253,3705,782,1,49694,14786,8
12711,56074,1904,807,1,49888,508,6
12712,97479,2345,743,2,30510,26102,4
12713,122497,3644,800,1,1056,25133,4
12714,91947,678,833,2,3126,11322,4
12715,105161,1725,778,0,39071,22454,5
12716,110254,2549,737,2,44875,12398,8
12717,135124,1033,725,0,30325,26919,2
12718,25013,1714,524,0,6135,12027,7
12719,60392,4507,333,2,10785,10113,3
12720,139228,3773,730,1,22255,21244,3
12721,132393,3501,791,1,16711,25296,6
12722,140690,1112,825,2,15975,6416,9
12723,60030,2408,382,1,23598,25433,6
12724,24545,2139,500,2,23636,18324,1
12725,73500,3050,791,2,18095,8540,3
12726,60137,2297,592,2,10175,5248,8
12727,67520,929,480,1,30516,19098,3
12728,54807,4435,489,2,5790,20294,3
12729,118168,2160,835,2,5653,2529,3
12730,61949,2225,819,0,33937,5056,2
12731,50903,2470,802,2,17700,6417,9
12732,132203,3838,735,1,29114,15052,3
12733,125480,3885,794,2,20249,28271,7
12734,143294,1755,780,0,37982,16764,0
12735,138373,2207,813,1,30798,22118,5
12736,94311,2547,769,1,20173,3876,0
12737,119708,1289,817,2,34521,28584,9
12738,148813,2248,801,2,42252,14432,8
12739,51042,2260,595,0,24903,15068,0
12740,63222,4766,541,0,37296,10542,5
12741,138803,1785,728,1,39139,24092,6
12742,89424,4888,798,1,40399,6937,1
12743,90188,689,810,1,39547,15138,3
12744,119328,3756,800,1,16858,23113,0
12745,39468,3627,496,1,16353,9746,3
12746,139113,4642,814,0,25921,17255,1
12747,110654,4811,846,1,2959,14898,7
12748,44069,2365,353,1,16540,2948,9
12749,74217,1610,808,1,47784,12051,2
12750,52889,3163,785,0,4952,9014,8
12751,119441,2918,742,2,4814,699,4
12752,58458,2823,844,2,37865,28381,6
12753,55583,4692,724,2,39943,16338,4
12754,130116,3113,762,0,2644,8248,5
12755,55579,946,765,2,47699,6202,7
12756,68292,4127,513,1,25692,12116,0
12757,67718,3771,706,1,25362,5401,0
12758,61060,4438,568,0,12857,29238,7
12759,120146,4469,741,1,42883,22798,0
12760,88386,4766,842,1,39918,18840,2
12761,102483,1435,760,2,26024,13222,7
12762,61196,2101,794,0,27351,29795,5
12763,143756,1369,733,1,49259,23458,9
12764,100000,3977,707,1,31906,24188,7
12765,34601,3877,536,2,45827,11385,6
12766,92732,567,777,2,48331,4181,8
12767,74971,530,799,1,15678,20032,6
12768,47376,4719,589,1,21766,17394,3
12769,94534,4159,811,0,28053,11576,4
12770,117073,4773,840,2,39221,4804,1
12771,36101,3977,556,2,7478,26232,2
12772,124931,2598,814,0,1441,4167,3
12773,91006,1746,805,2,48515,8039,1
12774,105920,4138,711,1,2352,20356,8
12775,92505,1338,767,1,15052,1700,3
12776,135391,2508,731,2,44792,19189,6
12777,111837,2938,774,0,2179,5064,3
12778,58161,3296,509,0,19033,23654,7
12779,24420,2346,557,1,39195,16088,2
12780,124557,1865,842,0,49197,20789,2
12781,83556,3249,700,1,44800,29538,9
12782,26765,1882,518,0,22643,13245,3
12783,104927,863,791,0,35681,6058,9
12784,127451,4981,838,0,6683,9302,6
12785,138301,1103,740,2,21701,28181,7
12786,45960,1512,568,0,32454,12866,2
12787,92332,2699,779,1,36649,476,5
12788,25423,2126,348,0,21367,12679,6
12789,140500,1622,752,0,33079,16480,5
12790,119107,1637,843,0,33259,735,3
12791,56771,3870,782,2,17458,3223,8
12792,84089,3423,731,0,37967,26942,4
12793,59816,2699,389,2,4833,15304,0
12794,67802,848,470,0,19699,13026,3
12795,144052,3073,847,2,11210,7337,9
12796,37978,4300,423,0,40589,6231,4
12797,23446,831,332,1,14389,14690,3
12798,64511,2370,845,2,43932,19519,3
12799,139148,4447,750,1,41063,5922,4
12800,117877,3753,847,1,27112,9418,4
12801,80935,2231,813,1,32717,7222,3
12802,95404,3880,722,2,31043,10227,5
12803,54168,1477,728,2,8227,23394,8
12804,117201,4797,789,1,11644,12457,8
12805,39753,4744,449,2,11699,1666,4
12806,44770,518,312,0,27016,6522,1
12807,94432,3260,811,1,22760,5602,6
12808,89962,2032,777,1,30450,4470,9
12809,136076,1301,832,0,46666,2549,1
12810,115052,4244,823,2,10875,19213,9
12811,72462,4348,704,2,3251,11322,3
12812,109441,1524,737,0,34157,16325,9
12813,139042,2729,837,2,11029,1090,7
12814,149827,2041,746,2,5158,29146,7
12815,51007,4531,743,2,25927,18529,5
12816,127387,3331,739,2,10613,24874,3
12817,55910,1897,504,2,37293,6326,0
12818,61585,2508,363,1,33698,29949,5
12819,60528,4508,754,1,14570,15549,6
12820,91647,2692,767,1,12838,29191,3
12821,70510,773,789,1,3600,23200,2
12822,99445,1383,805,2,35052,18111,9
12823,92033,1935,738,1,8921,3478,7
12824,78257,557,773,0,9522,21839,3
12825,55878,2628,484,0,33417,15414,5
12826,139617,4740,731,0,32654,8022,4
12827,65736,2284,309,1,21874,7740,2
12828,99025,3744,784,2,17149,21187,6
12829,89188,3435,843,0,7690,23487,5
12830,112265,3548,734,2,11554,3310,8
12831,81679,2277,711,2,3004,25524,7
12832,56543,1643,770,1,7887,14864,1
12833,84176,2752,797,2,25456,18103,7
12834,110335,3170,703,2,39255,21420,2
12835,100083,673,703,0,5512,16438,0
12836,112148,4997,761,1,45075,27584,8
12837,58868,1156,378,0,45115,9058,8
12838,76199,3905,774,0,4494,17667,1
12839,89598,1220,827,2,38024,1528,4
12840,56859,3402,754,0,43847,25538,5
12841,55159,756,306,1,25800,9414,7
12842,86570,1899,756,2,43073,14584,0
12843,106933,2698,706,0,7228,5080,4
12844,55954,1476,707,1,47499,21128,6
12845,133477,3887,777,0,15550,1296,9
12846,127085,2605,753,1,3370,26736,9
12847,22227,585,334,2,1300,18721,4
12848,31435,3664,408,0,17786,23140,9
12849,140088,1722,839,2,26070,17260,1
12850,143382,3997,711,1,30193,17744,2
12851,57676,4076,720,2,29709,890,2
12852,119266,4661,839,2,29544,19048,9
12853,66999,3981,426,2,16773,27253,7
12854,85206,3781,802,2,42404,13694,1
12855,57322,4198,735,2,3194,7225,0
12856,85461,3422,716,1,21655,29995,2
12857,42277,1757,438,0,34189,16335,5
12858,106144,4670,716,1,14892,28016,6
12859,115047,844,822,0,37664,12141,0
12860,51828,4120,789,0,40001,951,7
12861,124561,2917,731,1,15909,8952,4
12862,48203,2646,531,0,5999,714,1
12863,64073,4835,715,2,3478,18524,2
12864,100084,4532,803,0,18212,16146,8
12865,84815,4675,733,1,7847,7208,1
12866,39103,3599,570,0,19534,16736,0
12867,122633,2241,732,2,3829,3761,0
12868,142356,2110,741,0,42585,2557,9
12869,133084,2619,749,1,25613,28732,4
12870,53214,701,804,1,23180,9380,1
12871,26272,3626,478,2,11311,2151,2
12872,29226,1271,456,2,35199,22564,6
12873,149480,2013,752,1,30249,151,0
12874,58049,2572,830,1,30051,26359,7
12875,64225,1484,574,0,32295,5652,2
12876,68268,4127,702,1,29775,5525,1
12877,132085,2353,751,1,29874,9938,7
12878,124208,2680,778,2,28236,12025,7
12879,104027,4760,730,1,41134,1286,4
12880,102173,4867,816,1,4133,26234,9
12881,51023,3053,362,0,13691,6560,2
12882,59268,4260,398,2,4182,28467,4
12883,119357,3180,776,1,23128,13424,3
12884,133074,1312,837,0,18590,21338,3
12885,143525,2622,719,2,3941,18911,7
12886,112687,801,815,0,20832,18909,0
12887,71076,1459,755,2,44163,26251,9
12888,124663,1608,782,0,13237,7354,6
12889,30120,1144,476,1,27311,7138,2
12890,32485,3309,379,2,39196,22741,3
12891,144599,2188,817,0,30139,26407,2
12892,119221,2115,713,0,30165,8128,2
12893,52266,2739,806,1,29655,14476,4
